Date de demande de service,Mois et année ,Exercice financier du gouvernement du Canada (EF),Année civile,Province/territoire du concessionnaire,Code postal du concessionnaire,Achat ou location,Année-modèle,Marque du véhicule,Modèle du véhicule,Marque du véhicule et modèle,"Batterie, hybride rechargeable ou à hydrogène (VÉ, VHR ou VÉPC)",Classe de véhicule,Type de véhicule,Montant d'incitatif admissible (en dollars),Province/territoire du bénéficiaire ,Pays 
2023-01-20,Janvier 2023,2022-2023,2023,Québec ,H1R 1Z4,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-01-20,Janvier 2023,2022-2023,2023,Québec ,H1R 1Z4,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-01-23,Janvier 2023,2022-2023,2023,Nouveau-Brunswick ,E1C 8M7,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Nouveau-Brunswick ,Canada
2023-01-23,Janvier 2023,2022-2023,2023,Alberta,T6N 1C1,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-01-24,Janvier 2023,2022-2023,2023,Nouveau-Brunswick ,E1C 8M7,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Nouveau-Brunswick ,Canada
2023-01-26,Janvier 2023,2022-2023,2023,Nouvelle-Écosse ,B1P 5T3,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Nouvelle-Écosse ,Canada
2023-01-26,Janvier 2023,2022-2023,2023,Colombie-Britannique ,V7P 3R8,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-01-31,Janvier 2023,2022-2023,2023,Ontario,L2E 6C7,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-01-31,Janvier 2023,2022-2023,2023,Québec ,J7Y 5G2,Achat,2022,Lion,Lion8P,Lion Lion8P,VÉ ,Classe 8,Camion ,100 000,Québec ,Canada
2023-01-31,Janvier 2023,2022-2023,2023,Québec ,J7Y 5G2,Achat,2022,Lion,Lion6,Lion Lion6,VÉ ,Classe 6,Camion ,100 000,Québec ,Canada
2023-01-31,Janvier 2023,2022-2023,2023,Québec ,J7Y 5G2,Achat,2022,Lion,Lion6,Lion Lion6,VÉ ,Classe 6,Camion ,100 000,Québec ,Canada
2023-01-31,Janvier 2023,2022-2023,2023,Ontario,L7N 2G2,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-01-31,Janvier 2023,2022-2023,2023,Colombie-Britannique ,V7P 3R8,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-01,Février 2023,2022-2023,2023,Colombie-Britannique ,V5C 3Z5,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-01,Février 2023,2022-2023,2023,Ontario,M1B 5V7,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-02-01,Février 2023,2022-2023,2023,Colombie-Britannique ,V3B 1B2,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-02,Février 2023,2022-2023,2023,Québec ,J7Y 5G2,Achat,2023,Lion,Lion6,Lion Lion6,VÉ ,Classe 6,Camion ,100 000,Québec ,Canada
2023-02-02,Février 2023,2022-2023,2023,Québec ,J7Y 5G2,Achat,2023,Lion,Lion6,Lion Lion6,VÉ ,Classe 6,Camion ,100 000,Québec ,Canada
2023-02-02,Février 2023,2022-2023,2023,Québec ,J0K 3C0,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-02,Février 2023,2022-2023,2023,Québec ,H1R 1Z4,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-03,Février 2023,2022-2023,2023,Québec ,H1R 1Z4,Location,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-07,Février 2023,2022-2023,2023,Québec ,J7Y 5G2,Achat,2022,Lion,Lion6,Lion Lion6,VÉ ,Classe 6,Camion ,100 000,Québec ,Canada
2023-02-07,Février 2023,2022-2023,2023,Nouvelle-Écosse ,B9A 3K4,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Nouvelle-Écosse ,Canada
2023-02-07,Février 2023,2022-2023,2023,Colombie-Britannique ,V3S 7R2,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-07,Février 2023,2022-2023,2023,Colombie-Britannique ,V3B 1B2,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-08,Février 2023,2022-2023,2023,Colombie-Britannique ,V5B 2Z9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-09,Février 2023,2022-2023,2023,Québec ,J3N 1M2,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-09,Février 2023,2022-2023,2023,Québec ,H1G 5W9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-09,Février 2023,2022-2023,2023,Québec ,H1G 5W9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-09,Février 2023,2022-2023,2023,Québec ,H1G 5W9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-09,Février 2023,2022-2023,2023,Québec ,H1G 5W9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-09,Février 2023,2022-2023,2023,Nouvelle-Écosse ,B3K 0A2,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Nouvelle-Écosse ,Canada
2023-02-09,Février 2023,2022-2023,2023,Québec ,H1G 5W9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-09,Février 2023,2022-2023,2023,Québec ,H1G 5W9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-09,Février 2023,2022-2023,2023,Québec ,H1G 5W9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-09,Février 2023,2022-2023,2023,Québec ,H1G 5W9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-09,Février 2023,2022-2023,2023,Québec ,H1G 5W9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-09,Février 2023,2022-2023,2023,Colombie-Britannique ,V7P 3R8,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-09,Février 2023,2022-2023,2023,Colombie-Britannique ,V3B 1B2,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-09,Février 2023,2022-2023,2023,Colombie-Britannique ,V7P 3R8,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-10,Février 2023,2022-2023,2023,Québec ,G1M 3C8,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-10,Février 2023,2022-2023,2023,Colombie-Britannique ,V7P 3R8,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-10,Février 2023,2022-2023,2023,Colombie-Britannique ,V6V 2C1,Location,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-13,Février 2023,2022-2023,2023,Colombie-Britannique ,V8Z 3L4,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-13,Février 2023,2022-2023,2023,Ontario,K9V 4S5,Location,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-02-13,Février 2023,2022-2023,2023,Colombie-Britannique ,V1M 0B8,Achat,2023,International,eMV Battery Electric Truck,International eMV Battery Electric Truck,VÉ ,Classe 7,Camion porteur ,100 000,Colombie-Britannique ,Canada
2023-02-13,Février 2023,2022-2023,2023,Ontario,N0L 1W0,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-02-15,Février 2023,2022-2023,2023,Québec ,H1R 1Z4,Location,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-15,Février 2023,2022-2023,2023,Ontario,N8M 2W4,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-02-16,Février 2023,2022-2023,2023,Ontario,L9Y 1W5,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-02-16,Février 2023,2022-2023,2023,Québec ,H1R 1Z4,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-17,Février 2023,2022-2023,2023,Ontario,L4N 9H7,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-02-17,Février 2023,2022-2023,2023,Québec ,J9T 3A2,Achat,2023,Kenworth,T680E,Kenworth T680E,VÉ ,Classe 8,Tracteur ,150 000,Québec ,Canada
2023-02-21,Février 2023,2022-2023,2023,Ontario,L8H 5Y3,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-02-21,Février 2023,2022-2023,2023,Québec ,J2W 2M4,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-21,Février 2023,2022-2023,2023,Québec ,J2W 2M4,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-22,Février 2023,2022-2023,2023,Ontario,N5C 2P6,Achat,2022,Lightning eMotors,ZEV3 Passenger Van Series,Lightning eMotors ZEV3 Passenger Van Series,VÉ ,Classe 3,Fourgonette ,40 000,Québec ,Canada
2023-02-22,Février 2023,2022-2023,2023,Ontario,N5C 2P6,Achat,2022,Lightning eMotors,ZEV3 Passenger Van Series,Lightning eMotors ZEV3 Passenger Van Series,VÉ ,Classe 3,Fourgonette ,40 000,Québec ,Canada
2023-02-23,Février 2023,2022-2023,2023,Colombie-Britannique ,V2T 5M1,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-24,Février 2023,2022-2023,2023,Ontario,N0M 1S3,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-02-24,Février 2023,2022-2023,2023,Québec ,G6V 6C7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-24,Février 2023,2022-2023,2023,Québec ,J8Z 1S8,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-24,Février 2023,2022-2023,2023,Alberta,T3N 2G7,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Alberta,Canada
2023-02-27,Février 2023,2022-2023,2023,Québec ,J2J 0M2,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-27,Février 2023,2022-2023,2023,Québec ,J2J 0M2,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-02-28,Février 2023,2022-2023,2023,Colombie-Britannique ,V5B 2Z9,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-02-28,Février 2023,2022-2023,2023,Nouvelle-Écosse ,B6L 1Z3,Achat,2024,Freightliner,eCascadia,Freightliner eCascadia,VÉ ,Classe 8,Tracteur ,150 000,Ontario,Canada
2023-02-28,Février 2023,2022-2023,2023,Nouvelle-Écosse ,B6L 1Z3,Achat,2024,Freightliner,eCascadia,Freightliner eCascadia,VÉ ,Classe 8,Tracteur ,150 000,Ontario,Canada
2023-02-28,Février 2023,2022-2023,2023,Manitoba,R3G 3H1,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Manitoba,Canada
2023-02-28,Février 2023,2022-2023,2023,Ontario,N0L 1W0,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-03-01,Mars 2023,2022-2023,2023,Ontario,N8W 5W2,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-03-02,Mars 2023,2022-2023,2023,Ontario,N2G 4G1,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-03-02,Mars 2023,2022-2023,2023,Québec ,H4R 1J7,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-03-07,Mars 2023,2022-2023,2023,Québec ,J2K 0H9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-03-07,Mars 2023,2022-2023,2023,Québec ,J2K 0H9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-03-07,Mars 2023,2022-2023,2023,Québec ,J2K 0H9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-03-07,Mars 2023,2022-2023,2023,Québec ,J2K 0H9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-03-07,Mars 2023,2022-2023,2023,Québec ,J2K 0H9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-03-07,Mars 2023,2022-2023,2023,Québec ,J2K 0H9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-03-07,Mars 2023,2022-2023,2023,Québec ,J2K 0H9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-03-07,Mars 2023,2022-2023,2023,Québec ,J2K 0H9,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-03-07,Mars 2023,2022-2023,2023,Alberta,T7V 1N1,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Alberta,Canada
2023-03-08,Mars 2023,2022-2023,2023,Ontario,M5J 2T9,Achat,2022,OrangeEV,e-TRIEVER,OrangeEV e-TRIEVER,VÉ ,Classe 8,Camion de manoeuvre ,100 000,Ontario,Canada
2023-03-08,Mars 2023,2022-2023,2023,Ontario,M5J 2T9,Achat,2022,OrangeEV,e-TRIEVER,OrangeEV e-TRIEVER,VÉ ,Classe 8,Camion de manoeuvre ,100 000,Ontario,Canada
2023-03-08,Mars 2023,2022-2023,2023,Québec ,H7G 4W6,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-03-09,Mars 2023,2022-2023,2023,Colombie-Britannique ,V2T 1X6,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-03-09,Mars 2023,2022-2023,2023,Colombie-Britannique ,V7P 3R8,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-03-09,Mars 2023,2022-2023,2023,Colombie-Britannique ,V3R 4G6,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-03-10,Mars 2023,2022-2023,2023,Ontario,L9W 2Z7,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-03-10,Mars 2023,2022-2023,2023,Ontario,L7R 2J5,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-03-13,Mars 2023,2022-2023,2023,Ontario,N0M 1S3,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-03-13,Mars 2023,2022-2023,2023,Québec ,G0S 3J0,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-03-13,Mars 2023,2022-2023,2023,Québec ,G0S 3J0,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-03-14,Mars 2023,2022-2023,2023,Ontario,L8H 5Y3,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-03-15,Mars 2023,2022-2023,2023,Ontario,M1B 5V7,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,7 500,Ontario,Canada
2023-03-16,Mars 2023,2022-2023,2023,Québec ,H7G 4W6,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-03-17,Mars 2023,2022-2023,2023,Québec ,J3N 1M2,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-03-17,Mars 2023,2022-2023,2023,Yukon,Y1A 1J6,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Yukon,Canada
2023-03-21,Mars 2023,2022-2023,2023,Ontario,L9B 1B9,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-03-21,Mars 2023,2022-2023,2023,Colombie-Britannique ,V3R 4G6,Location,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-03-21,Mars 2023,2022-2023,2023,Alberta,T1J 4P8,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Alberta,Canada
2023-03-21,Mars 2023,2022-2023,2023,Saskatchewan,S4X 4P7,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Saskatchewan,Canada
2023-03-22,Mars 2023,2022-2023,2023,Colombie-Britannique ,V4P 1A2,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-03-23,Mars 2023,2022-2023,2023,Colombie-Britannique ,V9T 2H1,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-03-24,Mars 2023,2022-2023,2023,Alberta,T7X 2Y3,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon tronqué ,10 000,Alberta,Canada
2023-03-27,Mars 2023,2022-2023,2023,Québec ,H1M 2X3,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-03-27,Mars 2023,2022-2023,2023,Ontario,L6J 5E4,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-03-27,Mars 2023,2022-2023,2023,Colombie-Britannique ,V5B 2Z9,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-03-27,Mars 2023,2022-2023,2023,Ontario,N6J 2N4,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-03-27,Mars 2023,2022-2023,2023,Ontario,N6J 2N4,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-03-28,Mars 2023,2022-2023,2023,Québec ,G1X 4S6,Location,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
2023-03-28,Mars 2023,2022-2023,2023,Ontario,L4J 1V8,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-03-28,Mars 2023,2022-2023,2023,Colombie-Britannique ,V3B 1B2,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Colombie-Britannique ,Canada
2023-03-28,Mars 2023,2022-2023,2023,Colombie-Britannique ,V3S 7R2,Achat,2022,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-03-29,Mars 2023,2022-2023,2023,Ontario,K2B 6R7,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-03-29,Mars 2023,2022-2023,2023,Québec ,J7Y 5G2,Achat,2023,Lion,Lion6,Lion Lion6,VÉ ,Classe 6,Camion ,100 000,Québec ,Canada
2023-03-29,Mars 2023,2022-2023,2023,Alberta,T7A 0A5,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Alberta,Canada
2023-03-31,Mars 2023,2022-2023,2023,Ontario,L6V 1C2,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-03-31,Mars 2023,2022-2023,2023,Ontario,L6V 1C2,Location,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Ontario,Canada
2023-03-31,Mars 2023,2022-2023,2023,Québec ,J9L 3G5,Achat,2023,Ford,E-Transit,Ford E-Transit,VÉ ,Classe 2B,Fourgon,10 000,Québec ,Canada
